TIMESTAMP,CELL_ID,SHIP_TYPE1,AVG1_1,SHIP_TYPE2,AVG2,SHIP_TYPE3,AVG3,SHIP_TYPE4,AVG4
01/05/2015,G16,MILITARY_SHIP,0,PASSENGERS_SHIP,55.0,CARGO_SHIP,127.222,OTHER_SHIP,210.333
01/05/2015,E16,MILITARY_SHIP,0,PASSENGERS_SHIP,64.25,CARGO_SHIP,247.75,OTHER_SHIP,138.182
01/05/2015,G10,MILITARY_SHIP,0,PASSENGERS_SHIP,102.125,CARGO_SHIP,60.333,OTHER_SHIP,98.75
01/05/2015,G7,MILITARY_SHIP,0,PASSENGERS_SHIP,52.667,CARGO_SHIP,357.889,OTHER_SHIP,254.667
01/05/2015,D6,MILITARY_SHIP,0,PASSENGERS_SHIP,73.0,CARGO_SHIP,94.5,OTHER_SHIP,55.444
01/05/2015,G12,MILITARY_SHIP,0,PASSENGERS_SHIP,38.667,CARGO_SHIP,57.0,OTHER_SHIP,69.333
01/05/2015,I14,MILITARY_SHIP,0,PASSENGERS_SHIP,45.923,CARGO_SHIP,91.143,OTHER_SHIP,41.417
01/05/2015,D8,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,71.5,OTHER_SHIP,31.714
01/05/2015,D12,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,15.667,OTHER_SHIP,18.0
01/05/2015,F14,MILITARY_SHIP,0,PASSENGERS_SHIP,37.0,CARGO_SHIP,138.333,OTHER_SHIP,118.625
01/05/2015,E9,MILITARY_SHIP,0,PASSENGERS_SHIP,85.0,CARGO_SHIP,0,OTHER_SHIP,33.8
01/05/2015,E12,MILITARY_SHIP,0,PASSENGERS_SHIP,46.75,CARGO_SHIP,62.2,OTHER_SHIP,43.0
01/05/2015,F12,MILITARY_SHIP,0,PASSENGERS_SHIP,23.0,CARGO_SHIP,77.083,OTHER_SHIP,73.556
01/05/2015,F7,MILITARY_SHIP,0,PASSENGERS_SHIP,214.789,CARGO_SHIP,271.765,OTHER_SHIP,258.25
01/05/2015,G13,MILITARY_SHIP,0,PASSENGERS_SHIP,94.0,CARGO_SHIP,116.0,OTHER_SHIP,0
01/05/2015,D7,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,51.167,OTHER_SHIP,62.125
01/05/2015,E8,MILITARY_SHIP,0,PASSENGERS_SHIP,86.0,CARGO_SHIP,0,OTHER_SHIP,36.8
01/05/2015,G14,MILITARY_SHIP,0,PASSENGERS_SHIP,151.0,CARGO_SHIP,0,OTHER_SHIP,150.0
01/05/2015,H12,MILITARY_SHIP,0,PASSENGERS_SHIP,54.5,CARGO_SHIP,56.75,OTHER_SHIP,22.286
01/05/2015,D10,MILITARY_SHIP,0,PASSENGERS_SHIP,0,CARGO_SHIP,30.8,OTHER_SHIP,19.333
